,dateComponents,activeEnergyBurned,activeEnergyBurnedGoal,activeEnergyBurnedUnit,appleMoveTime,appleMoveTimeGoal,appleExerciseTime,appleExerciseTimeGoal,appleStandHours,appleStandHoursGoal
541,2017-04-08,328.0,370,Cal,0,0,23,30,14,12
542,2017-04-09,375.0,370,Cal,0,0,28,30,13,12
543,2017-04-10,370.0,370,Cal,0,0,48,30,12,12
544,2017-04-11,560.0,370,Cal,0,0,94,30,15,12
545,2017-04-12,629.0,370,Cal,0,0,117,30,15,12
546,2017-04-13,646.0,370,Cal,0,0,88,30,15,12
547,2017-04-14,496.0,370,Cal,0,0,67,30,13,12
548,2017-04-15,772.0,370,Cal,0,0,135,30,13,12
549,2017-04-16,623.0,370,Cal,0,0,109,30,14,12
550,2017-04-17,564.0,400,Cal,0,0,79,30,15,12
551,2017-04-18,617.0,400,Cal,0,0,94,30,16,12
552,2017-04-19,437.0,400,Cal,0,0,58,30,12,12
553,2017-04-20,521.0,400,Cal,0,0,70,30,15,12
554,2017-04-21,778.0,400,Cal,0,0,148,30,15,12
555,2017-04-22,553.0,400,Cal,0,0,91,30,11,12
556,2017-04-23,687.0,400,Cal,0,0,122,30,14,12
557,2017-04-24,469.0,440,Cal,0,0,37,30,14,12
558,2017-04-25,920.0,440,Cal,0,0,158,30,18,12
559,2017-04-26,394.0,440,Cal,0,0,37,30,11,12
560,2017-04-27,553.0,440,Cal,0,0,73,30,16,12
561,2017-04-28,457.0,440,Cal,0,0,49,30,13,12
562,2017-04-29,419.0,440,Cal,0,0,35,30,14,12
563,2017-04-30,547.0,440,Cal,0,0,98,30,12,12
564,2017-05-01,741.0,480,Cal,0,0,120,30,17,12
565,2017-05-02,515.0,480,Cal,0,0,82,30,13,12
566,2017-05-03,371.0,480,Cal,0,0,41,30,13,12
567,2017-05-04,624.0,480,Cal,0,0,99,30,15,12
568,2017-05-05,448.0,480,Cal,0,0,49,30,12,12
569,2017-05-06,504.0,480,Cal,0,0,64,30,9,12
570,2017-05-07,459.0,480,Cal,0,0,66,30,11,12
571,2017-05-08,498.0,480,Cal,0,0,89,30,11,12
572,2017-05-09,324.0,480,Cal,0,0,19,30,13,12
573,2017-05-10,568.0,480,Cal,0,0,92,30,12,12
574,2017-05-11,574.0,480,Cal,0,0,77,30,16,12
575,2017-05-12,550.0,480,Cal,0,0,68,30,13,12
576,2017-05-13,400.0,480,Cal,0,0,55,30,12,12
577,2017-05-14,305.0,480,Cal,0,0,16,30,13,12
578,2017-05-15,513.0,480,Cal,0,0,93,30,12,12
579,2017-05-16,567.0,480,Cal,0,0,84,30,16,12
580,2017-05-17,398.0,480,Cal,0,0,24,30,14,12
581,2017-05-18,521.0,480,Cal,0,0,81,30,18,12
582,2017-05-19,376.0,480,Cal,0,0,45,30,11,12
583,2017-05-20,498.0,480,Cal,0,0,59,30,14,12
584,2017-05-21,584.0,480,Cal,0,0,88,30,12,12
585,2017-05-22,262.0,480,Cal,0,0,17,30,12,12
586,2017-05-23,419.0,480,Cal,0,0,54,30,13,12
587,2017-05-24,450.0,480,Cal,0,0,55,30,14,12
588,2017-05-25,440.0,480,Cal,0,0,54,30,12,12
589,2017-05-26,412.0,480,Cal,0,0,38,30,15,12
590,2017-05-27,317.0,480,Cal,0,0,16,30,16,12
591,2017-05-28,273.0,480,Cal,0,0,15,30,12,12
592,2017-05-29,174.0,480,Cal,0,0,3,30,10,12
593,2017-05-30,408.0,480,Cal,0,0,47,30,12,12
594,2017-05-31,305.0,480,Cal,0,0,28,30,11,12
595,2017-06-01,586.0,480,Cal,0,0,78,30,17,12
596,2017-06-02,465.0,480,Cal,0,0,51,30,16,12
597,2017-06-03,359.0,480,Cal,0,0,32,30,15,12
598,2017-06-04,885.0,480,Cal,0,0,137,30,14,12
599,2017-06-05,431.0,430,Cal,0,0,50,30,14,12
600,2017-06-06,540.0,430,Cal,0,0,69,30,15,12
601,2017-06-07,489.0,430,Cal,0,0,68,30,13,12
602,2017-06-08,747.0,430,Cal,0,0,143,30,14,12
603,2017-06-09,392.0,430,Cal,0,0,36,30,15,12
604,2017-06-10,523.0,430,Cal,0,0,66,30,12,12
605,2017-06-11,546.0,430,Cal,0,0,96,30,12,12
606,2017-06-12,362.0,380,Cal,0,0,32,30,12,12
607,2017-06-13,430.0,380,Cal,0,0,42,30,11,12
608,2017-06-14,534.0,380,Cal,0,0,68,30,16,12
609,2017-06-15,471.0,380,Cal,0,0,53,30,14,12
610,2017-06-16,362.0,380,Cal,0,0,35,30,12,12
611,2017-06-17,730.0,380,Cal,0,0,116,30,15,12
612,2017-06-18,578.0,380,Cal,0,0,83,30,12,12
613,2017-06-19,713.0,380,Cal,0,0,121,30,16,12
614,2017-06-20,505.0,380,Cal,0,0,64,30,12,12
615,2017-06-21,514.0,380,Cal,0,0,57,30,15,12
616,2017-06-22,428.0,380,Cal,0,0,45,30,14,12
617,2017-06-23,488.0,380,Cal,0,0,49,30,14,12
618,2017-06-24,342.0,380,Cal,0,0,19,30,12,12
619,2017-06-25,401.0,380,Cal,0,0,2,30,14,12
620,2017-06-26,597.0,380,Cal,0,0,39,30,14,12
621,2017-06-27,389.0,380,Cal,0,0,16,30,17,12
622,2017-06-28,442.0,380,Cal,0,0,9,30,12,12
623,2017-06-29,397.0,380,Cal,0,0,15,30,13,12
624,2017-06-30,640.0,380,Cal,0,0,25,30,15,12
625,2017-07-01,599.0,380,Cal,0,0,67,30,14,12
626,2017-07-02,532.0,380,Cal,0,0,79,30,14,12
627,2017-07-03,121.0,380,Cal,0,0,9,30,1,12
628,2017-07-04,812.0,380,Cal,0,0,128,30,17,12
629,2017-07-05,651.0,380,Cal,0,0,75,30,16,12
630,2017-07-06,711.0,380,Cal,0,0,107,30,15,12
631,2017-07-07,354.0,380,Cal,0,0,32,30,11,12
632,2017-07-08,539.0,380,Cal,0,0,70,30,13,12
633,2017-07-09,385.0,380,Cal,0,0,47,30,16,12
634,2017-07-10,749.0,410,Cal,0,0,102,30,15,12
635,2017-07-11,617.0,410,Cal,0,0,115,30,13,12
636,2017-07-12,331.0,410,Cal,0,0,24,30,12,12
637,2017-07-13,498.0,410,Cal,0,0,58,30,15,12
638,2017-07-14,495.0,410,Cal,0,0,57,30,15,12
639,2017-07-15,372.0,410,Cal,0,0,37,30,13,12
640,2017-07-16,573.0,410,Cal,0,0,82,30,15,12
641,2017-07-17,511.0,410,Cal,0,0,59,30,12,12
642,2017-07-18,615.0,410,Cal,0,0,94,30,18,12
643,2017-07-19,528.0,410,Cal,0,0,49,30,13,12
644,2017-07-20,470.0,410,Cal,0,0,66,30,17,12
645,2017-07-21,564.0,410,Cal,0,0,106,30,15,12
646,2017-07-22,783.0,410,Cal,0,0,130,30,18,12
647,2017-07-23,371.0,410,Cal,0,0,32,30,14,12
648,2017-07-24,445.0,410,Cal,0,0,70,30,15,12
649,2017-07-25,419.0,410,Cal,0,0,39,30,17,12
650,2017-07-26,672.0,410,Cal,0,0,105,30,14,12
651,2017-07-27,552.0,410,Cal,0,0,74,30,18,12
652,2017-07-28,440.0,410,Cal,0,0,57,30,15,12
653,2017-07-29,483.0,410,Cal,0,0,85,30,12,12
654,2017-07-30,416.0,410,Cal,0,0,43,30,14,12
655,2017-07-31,373.0,450,Cal,0,0,36,30,14,12
656,2017-08-01,370.0,450,Cal,0,0,32,30,14,12
657,2017-08-02,547.0,450,Cal,0,0,66,30,17,12
658,2017-08-03,669.0,450,Cal,0,0,91,30,17,12
659,2017-08-04,675.0,450,Cal,0,0,114,30,15,12
660,2017-08-05,333.0,450,Cal,0,0,36,30,13,12
661,2017-08-06,541.0,450,Cal,0,0,74,30,15,12
662,2017-08-07,561.0,450,Cal,0,0,82,30,14,12
663,2017-08-08,600.0,450,Cal,0,0,82,30,16,12
664,2017-08-09,458.0,450,Cal,0,0,41,30,16,12
665,2017-08-10,596.0,450,Cal,0,0,97,30,15,12
666,2017-08-11,398.0,450,Cal,0,0,39,30,16,12
667,2017-08-12,472.0,450,Cal,0,0,57,30,17,12
668,2017-08-13,353.0,450,Cal,0,0,29,30,15,12
669,2017-08-14,569.0,450,Cal,0,0,81,30,16,12
670,2017-08-15,453.0,450,Cal,0,0,48,30,17,12
671,2017-08-16,427.0,450,Cal,0,0,54,30,17,12
672,2017-08-17,608.0,450,Cal,0,0,93,30,15,12
673,2017-08-18,464.0,450,Cal,0,0,58,30,14,12
674,2017-08-19,718.0,450,Cal,0,0,118,30,18,12
675,2017-08-20,482.0,450,Cal,0,0,60,30,17,12
676,2017-08-21,527.0,450,Cal,0,0,61,30,17,12
677,2017-08-22,495.0,450,Cal,0,0,52,30,16,12
678,2017-08-23,603.0,450,Cal,0,0,91,30,13,12
679,2017-08-24,427.0,450,Cal,0,0,44,30,13,12
680,2017-08-25,645.0,450,Cal,0,0,107,30,14,12
681,2017-08-26,750.0,450,Cal,0,0,120,30,13,12
682,2017-08-27,711.0,450,Cal,0,0,117,30,14,12
683,2017-08-28,525.0,450,Cal,0,0,70,30,13,12
684,2017-08-29,512.0,450,Cal,0,0,68,30,15,12
685,2017-08-30,578.0,450,Cal,0,0,81,30,15,12
686,2017-08-31,661.0,450,Cal,0,0,102,30,14,12
687,2017-09-01,944.0,450,Cal,0,0,153,30,15,12
688,2017-09-02,432.0,450,Cal,0,0,63,30,10,12
689,2017-09-03,290.0,450,Cal,0,0,28,30,11,12
690,2017-09-04,432.0,450,Cal,0,0,50,30,15,12
691,2017-09-05,580.0,450,Cal,0,0,79,30,13,12
692,2017-09-06,281.0,450,Cal,0,0,24,30,10,12
693,2017-09-07,524.0,450,Cal,0,0,69,30,13,12
694,2017-09-08,675.0,450,Cal,0,0,98,30,14,12
695,2017-09-09,692.0,450,Cal,0,0,92,30,16,12
696,2017-09-10,443.0,450,Cal,0,0,53,30,13,12
697,2017-09-11,722.0,450,Cal,0,0,123,30,13,12
698,2017-09-12,527.0,450,Cal,0,0,66,30,15,12
699,2017-09-13,277.0,450,Cal,0,0,18,30,12,12
700,2017-09-14,847.0,450,Cal,0,0,136,30,17,12
701,2017-09-15,465.0,450,Cal,0,0,44,30,16,12
702,2017-09-16,203.0,450,Cal,0,0,17,30,10,12
703,2017-09-17,298.0,450,Cal,0,0,16,30,13,12
704,2017-09-18,119.0,450,Cal,0,0,16,30,4,12
705,2017-09-19,477.0,450,Cal,0,0,79,30,14,12
706,2017-09-20,451.0,450,Cal,0,0,57,30,14,12
707,2017-09-21,544.0,450,Cal,0,0,75,30,12,12
708,2017-09-22,372.0,450,Cal,0,0,50,30,12,12
709,2017-09-23,328.0,450,Cal,0,0,37,30,9,12
710,2017-09-24,636.0,450,Cal,0,0,103,30,14,12
711,2017-09-25,297.0,450,Cal,0,0,21,30,11,12
712,2017-09-26,658.0,450,Cal,0,0,104,30,15,12
713,2017-09-27,672.0,450,Cal,0,0,104,30,13,12
714,2017-09-28,636.0,450,Cal,0,0,95,30,14,12
715,2017-09-29,608.0,450,Cal,0,0,97,30,14,12
716,2017-09-30,270.0,450,Cal,0,0,24,30,12,12
717,2017-10-01,611.0,450,Cal,0,0,97,30,14,12
718,2017-10-02,656.0,450,Cal,0,0,101,30,12,12
719,2017-10-03,563.0,450,Cal,0,0,79,30,15,12
720,2017-10-04,675.0,450,Cal,0,0,104,30,15,12
721,2017-10-05,616.0,450,Cal,0,0,85,30,16,12
722,2017-10-06,419.0,450,Cal,0,0,58,30,13,12
723,2017-10-07,538.0,450,Cal,0,0,86,30,14,12
724,2017-10-08,523.0,450,Cal,0,0,82,30,12,12
725,2017-10-09,200.0,450,Cal,0,0,4,30,10,12
726,2017-10-10,477.0,450,Cal,0,0,65,30,14,12
727,2017-10-11,573.0,450,Cal,0,0,85,30,12,12
728,2017-10-12,559.0,450,Cal,0,0,85,30,12,12
729,2017-10-13,523.0,450,Cal,0,0,74,30,15,12
730,2017-10-14,524.0,450,Cal,0,0,75,30,13,12
731,2017-10-15,192.0,450,Cal,0,0,11,30,12,12
732,2017-10-16,356.0,450,Cal,0,0,44,30,16,12
733,2017-10-17,746.0,450,Cal,0,0,113,30,17,12
734,2017-10-18,463.0,450,Cal,0,0,58,30,15,12
735,2017-10-19,661.0,450,Cal,0,0,101,30,15,12
736,2017-10-20,492.0,450,Cal,0,0,77,30,14,12
737,2017-10-21,227.0,450,Cal,0,0,14,30,13,12
738,2017-10-22,569.0,450,Cal,0,0,85,30,14,12
739,2017-10-23,555.0,450,Cal,0,0,74,30,15,12
740,2017-10-24,709.0,450,Cal,0,0,117,30,16,12
741,2017-10-25,403.0,450,Cal,0,0,28,30,16,12
742,2017-10-26,651.0,450,Cal,0,0,93,30,16,12
743,2017-10-27,386.0,450,Cal,0,0,32,30,18,12
744,2017-10-28,705.0,450,Cal,0,0,110,30,13,12
745,2017-10-29,451.0,450,Cal,0,0,62,30,13,12
746,2017-10-30,558.0,450,Cal,0,0,80,30,17,12
747,2017-10-31,362.0,450,Cal,0,0,30,30,15,12
748,2017-11-01,496.0,450,Cal,0,0,73,30,16,12
749,2017-11-02,798.0,450,Cal,0,0,135,30,16,12
750,2017-11-03,487.0,450,Cal,0,0,58,30,15,12
751,2017-11-04,586.0,450,Cal,0,0,100,30,13,12
752,2017-11-05,464.0,450,Cal,0,0,61,30,11,12
753,2017-11-06,641.0,450,Cal,0,0,94,30,15,12
754,2017-11-07,587.0,450,Cal,0,0,81,30,15,12
755,2017-11-08,465.0,450,Cal,0,0,40,30,17,12
756,2017-11-09,585.0,450,Cal,0,0,75,30,16,12
757,2017-11-10,303.0,450,Cal,0,0,17,30,12,12
758,2017-11-11,516.0,450,Cal,0,0,63,30,16,12
759,2017-11-12,189.0,450,Cal,0,0,2,30,11,12
760,2017-11-13,650.0,450,Cal,0,0,100,30,16,12
761,2017-11-14,462.0,450,Cal,0,0,69,30,14,12
762,2017-11-15,505.0,450,Cal,0,0,69,30,14,12
763,2017-11-16,462.0,450,Cal,0,0,50,30,17,12
764,2017-11-17,453.0,450,Cal,0,0,32,30,15,12
765,2017-11-18,276.0,450,Cal,0,0,5,30,15,12
766,2017-11-19,367.0,450,Cal,0,0,44,30,14,12
767,2017-11-20,376.0,450,Cal,0,0,21,30,16,12
768,2017-11-21,476.0,450,Cal,0,0,47,30,16,12
769,2017-11-22,347.0,450,Cal,0,0,16,30,16,12
770,2017-11-23,588.0,450,Cal,0,0,58,30,12,12
771,2017-11-24,438.0,450,Cal,0,0,35,30,14,12
772,2017-11-25,386.0,450,Cal,0,0,16,30,14,12
773,2017-11-26,367.0,450,Cal,0,0,29,30,11,12
774,2017-11-27,561.0,450,Cal,0,0,79,30,14,12
775,2017-11-28,388.0,450,Cal,0,0,35,30,16,12
776,2017-11-29,621.0,450,Cal,0,0,94,30,13,12
777,2017-11-30,628.0,450,Cal,0,0,94,30,17,12
778,2017-12-01,350.0,450,Cal,0,0,20,30,14,12
779,2017-12-02,880.0,450,Cal,0,0,170,30,16,12
780,2017-12-03,255.0,450,Cal,0,0,8,30,15,12
781,2017-12-04,349.0,450,Cal,0,0,27,30,16,12
782,2017-12-05,309.0,450,Cal,0,0,19,30,14,12
783,2017-12-06,561.0,450,Cal,0,0,74,30,15,12
784,2017-12-07,433.0,450,Cal,0,0,45,30,14,12
785,2017-12-08,350.0,450,Cal,0,0,37,30,12,12
786,2017-12-09,388.0,450,Cal,0,0,35,30,17,12
787,2017-12-10,416.0,450,Cal,0,0,50,30,13,12
788,2017-12-11,238.0,400,Cal,0,0,9,30,13,12
789,2017-12-12,291.0,400,Cal,0,0,17,30,13,12
790,2017-12-13,290.0,400,Cal,0,0,15,30,12,12
791,2017-12-14,362.0,400,Cal,0,0,43,30,14,12
792,2017-12-15,347.0,400,Cal,0,0,16,30,14,12
793,2017-12-16,558.0,400,Cal,0,0,76,30,12,12
794,2017-12-17,202.0,400,Cal,0,0,6,30,12,12
795,2017-12-18,457.0,360,Cal,0,0,65,30,11,12
796,2017-12-19,422.0,360,Cal,0,0,40,30,14,12
797,2017-12-20,329.0,360,Cal,0,0,18,30,14,12
798,2017-12-21,482.0,360,Cal,0,0,19,30,16,12
799,2017-12-22,444.0,360,Cal,0,0,18,30,15,12
800,2017-12-23,263.0,360,Cal,0,0,8,30,11,12
801,2017-12-24,346.0,360,Cal,0,0,13,30,13,12
802,2017-12-25,332.0,320,Cal,0,0,15,30,12,12
803,2017-12-26,316.0,320,Cal,0,0,15,30,12,12
804,2017-12-27,517.0,320,Cal,0,0,58,30,13,12
805,2017-12-28,386.0,320,Cal,0,0,40,30,10,12
806,2017-12-29,529.0,320,Cal,0,0,66,30,17,12
807,2017-12-30,468.0,320,Cal,0,0,53,30,16,12
808,2017-12-31,265.0,320,Cal,0,0,1,30,17,12
809,2018-01-01,568.0,320,Cal,0,0,68,30,16,12
810,2018-01-02,575.0,320,Cal,0,0,78,30,11,12
811,2018-01-03,473.0,320,Cal,0,0,51,30,15,12
812,2018-01-04,409.0,320,Cal,0,0,32,30,16,12
813,2018-01-05,513.0,320,Cal,0,0,55,30,13,12
814,2018-01-06,259.0,320,Cal,0,0,0,30,16,12
815,2018-01-07,360.0,320,Cal,0,0,10,30,17,12
816,2018-01-08,651.0,320,Cal,0,0,88,30,15,12
817,2018-01-09,622.0,320,Cal,0,0,90,30,15,12
818,2018-01-10,468.0,320,Cal,0,0,50,30,15,12
819,2018-01-11,699.0,320,Cal,0,0,113,30,16,12
820,2018-01-12,375.0,320,Cal,0,0,30,30,14,12
821,2018-01-13,353.0,320,Cal,0,0,33,30,15,12
822,2018-01-14,623.0,320,Cal,0,0,101,30,14,12
823,2018-01-15,712.0,350,Cal,0,0,111,30,15,12
824,2018-01-16,457.0,350,Cal,0,0,44,30,16,12
825,2018-01-17,463.0,350,Cal,0,0,73,30,12,12
826,2018-01-18,675.0,350,Cal,0,0,102,30,17,12
827,2018-01-19,643.0,350,Cal,0,0,118,30,15,12
828,2018-01-20,668.0,350,Cal,0,0,116,30,13,12
829,2018-01-21,528.0,350,Cal,0,0,63,30,14,12
830,2018-01-22,472.0,380,Cal,0,0,67,30,11,12
831,2018-01-23,295.0,380,Cal,0,0,26,30,12,12
832,2018-01-24,406.0,380,Cal,0,0,47,30,13,12
833,2018-01-25,677.0,380,Cal,0,0,108,30,14,12
834,2018-01-26,425.0,380,Cal,0,0,53,30,16,12
835,2018-01-27,871.0,380,Cal,0,0,159,30,15,12
836,2018-01-28,522.0,380,Cal,0,0,87,30,10,12
837,2018-01-29,485.0,410,Cal,0,0,76,30,14,12
838,2018-01-30,544.0,410,Cal,0,0,85,30,13,12
839,2018-01-31,518.0,410,Cal,0,0,72,30,14,12
840,2018-02-01,547.0,410,Cal,0,0,75,30,11,12
841,2018-02-02,335.0,410,Cal,0,0,26,30,15,12
842,2018-02-03,439.0,410,Cal,0,0,63,30,12,12
843,2018-02-04,339.0,410,Cal,0,0,39,30,12,12
844,2018-02-05,449.0,450,Cal,0,0,61,30,13,12
845,2018-02-06,609.0,450,Cal,0,0,92,30,15,12
846,2018-02-07,286.0,450,Cal,0,0,20,30,11,12
847,2018-02-08,579.0,450,Cal,0,0,84,30,16,12
848,2018-02-09,384.0,450,Cal,0,0,36,30,14,12
849,2018-02-10,585.0,450,Cal,0,0,89,30,15,12
850,2018-02-11,356.0,450,Cal,0,0,55,30,11,12
851,2018-02-12,465.0,450,Cal,0,0,72,30,11,12
852,2018-02-13,497.0,450,Cal,0,0,68,30,14,12
853,2018-02-14,341.0,450,Cal,0,0,26,30,14,12
854,2018-02-15,508.0,450,Cal,0,0,63,30,16,12
855,2018-02-16,413.0,450,Cal,0,0,21,30,16,12
856,2018-02-17,372.0,450,Cal,0,0,14,30,16,12
857,2018-02-18,331.0,450,Cal,0,0,12,30,16,12
858,2018-02-19,581.0,450,Cal,0,0,84,30,14,12
859,2018-02-20,396.0,450,Cal,0,0,44,30,15,12
860,2018-02-21,800.0,450,Cal,0,0,146,30,15,12
861,2018-02-22,418.0,450,Cal,0,0,53,30,17,12
862,2018-02-23,201.0,450,Cal,0,0,5,30,15,12
863,2018-02-24,532.0,450,Cal,0,0,80,30,14,12
864,2018-02-25,595.0,450,Cal,0,0,92,30,16,12
865,2018-02-26,617.0,450,Cal,0,0,90,30,18,12
866,2018-02-27,515.0,450,Cal,0,0,73,30,13,12
867,2018-02-28,653.0,450,Cal,0,0,102,30,16,12
868,2018-03-01,809.0,450,Cal,0,0,133,30,15,12
869,2018-03-02,302.0,450,Cal,0,0,11,30,19,12
870,2018-03-03,303.0,450,Cal,0,0,18,30,13,12
871,2018-03-04,755.0,450,Cal,0,0,112,30,15,12
872,2018-03-05,657.0,450,Cal,0,0,104,30,16,12
873,2018-03-06,587.0,450,Cal,0,0,88,30,16,12
874,2018-03-07,288.0,450,Cal,0,0,19,30,16,12
875,2018-03-08,583.0,450,Cal,0,0,82,30,14,12
876,2018-03-09,385.0,450,Cal,0,0,47,30,12,12
877,2018-03-10,402.0,450,Cal,0,0,52,30,12,12
878,2018-03-11,647.0,450,Cal,0,0,109,30,11,12
879,2018-03-12,540.0,450,Cal,0,0,78,30,13,12
880,2018-03-13,239.0,450,Cal,0,0,2,30,16,12
881,2018-03-14,533.0,450,Cal,0,0,75,30,14,12
882,2018-03-15,604.0,450,Cal,0,0,82,30,18,12
883,2018-03-16,319.0,450,Cal,0,0,24,30,12,12
884,2018-03-17,464.0,450,Cal,0,0,56,30,15,12
885,2018-03-18,210.0,450,Cal,0,0,8,30,12,12
886,2018-03-19,545.0,450,Cal,0,0,85,30,12,12
887,2018-03-20,603.0,450,Cal,0,0,83,30,15,12
888,2018-03-21,301.0,450,Cal,0,0,20,30,12,12
889,2018-03-22,604.0,450,Cal,0,0,84,30,16,12
890,2018-03-23,459.0,450,Cal,0,0,66,30,12,12
891,2018-03-24,268.0,450,Cal,0,0,11,30,12,12
892,2018-03-25,451.0,450,Cal,0,0,63,30,14,12
893,2018-03-26,541.0,450,Cal,0,0,74,30,13,12
894,2018-03-27,540.0,450,Cal,0,0,69,30,13,12
895,2018-03-28,536.0,450,Cal,0,0,76,30,13,12
896,2018-03-29,833.0,450,Cal,0,0,134,30,17,12
897,2018-03-30,461.0,450,Cal,0,0,53,30,12,12
898,2018-03-31,639.0,450,Cal,0,0,128,30,13,12
899,2018-04-01,515.0,450,Cal,0,0,63,30,16,12
900,2018-04-02,552.0,450,Cal,0,0,76,30,14,12
901,2018-04-03,308.0,450,Cal,0,0,16,30,16,12
902,2018-04-04,377.0,450,Cal,0,0,35,30,12,12
903,2018-04-05,731.0,450,Cal,0,0,120,30,15,12
904,2018-04-06,453.0,450,Cal,0,0,50,30,17,12
905,2018-04-07,250.0,450,Cal,0,0,17,30,13,12
906,2018-04-08,401.0,450,Cal,0,0,54,30,15,12
907,2018-04-09,317.0,450,Cal,0,0,25,30,13,12
908,2018-04-10,622.0,450,Cal,0,0,94,30,15,12
909,2018-04-11,640.0,450,Cal,0,0,98,30,14,12
910,2018-04-12,533.0,450,Cal,0,0,79,30,14,12
911,2018-04-13,438.0,450,Cal,0,0,54,30,11,12
912,2018-04-14,426.0,450,Cal,0,0,61,30,11,12
913,2018-04-15,564.0,450,Cal,0,0,71,30,14,12
914,2018-04-16,240.0,450,Cal,0,0,9,30,14,12
915,2018-04-17,452.0,450,Cal,0,0,53,30,16,12
916,2018-04-18,404.0,450,Cal,0,0,50,30,12,12
917,2018-04-19,344.0,450,Cal,0,0,32,30,13,12
918,2018-04-20,432.0,450,Cal,0,0,29,30,15,12
919,2018-04-21,383.0,450,Cal,0,0,23,30,15,12
920,2018-04-22,374.0,450,Cal,0,0,16,30,12,12
921,2018-04-23,634.0,400,Cal,0,0,94,30,17,12
922,2018-04-24,608.0,400,Cal,0,0,99,30,16,12
923,2018-04-25,563.0,400,Cal,0,0,86,30,15,12
924,2018-04-26,751.0,400,Cal,0,0,120,30,15,12
925,2018-04-27,395.0,400,Cal,0,0,36,30,13,12
926,2018-04-28,633.0,400,Cal,0,0,121,30,11,12
927,2018-04-29,498.0,400,Cal,0,0,69,30,12,12
928,2018-04-30,567.0,400,Cal,0,0,81,30,14,12
929,2018-05-01,728.0,400,Cal,0,0,110,30,19,12
930,2018-05-02,649.0,400,Cal,0,0,96,30,17,12
931,2018-05-03,359.0,400,Cal,0,0,32,30,16,12
932,2018-05-04,304.0,400,Cal,0,0,27,30,9,12
933,2018-05-05,529.0,400,Cal,0,0,83,30,13,12
934,2018-05-06,432.0,400,Cal,0,0,60,30,13,12
935,2018-05-07,560.0,400,Cal,0,0,93,30,15,12
936,2018-05-08,621.0,400,Cal,0,0,98,30,14,12
937,2018-05-09,466.0,400,Cal,0,0,59,30,16,12
938,2018-05-10,608.0,400,Cal,0,0,95,30,14,12
939,2018-05-11,578.0,400,Cal,0,0,70,30,17,12
940,2018-05-12,401.0,400,Cal,0,0,43,30,16,12
941,2018-05-13,384.0,400,Cal,0,0,53,30,14,12
942,2018-05-14,344.0,400,Cal,0,0,33,30,14,12
943,2018-05-15,197.0,400,Cal,0,0,16,30,11,12
944,2018-05-16,261.0,400,Cal,0,0,20,30,14,12
945,2018-05-17,452.0,400,Cal,0,0,76,30,10,12
946,2018-05-18,328.0,400,Cal,0,0,25,30,13,12
947,2018-05-19,193.0,400,Cal,0,0,1,30,11,12
948,2018-05-20,356.0,400,Cal,0,0,57,30,9,12
949,2018-05-21,506.0,400,Cal,0,0,69,30,14,12
950,2018-05-22,444.0,400,Cal,0,0,54,30,17,12
951,2018-05-23,633.0,400,Cal,0,0,95,30,16,12
952,2018-05-24,335.0,400,Cal,0,0,58,30,10,12
953,2018-05-25,579.0,400,Cal,0,0,106,30,10,12
954,2018-05-26,329.0,400,Cal,0,0,40,30,13,12
955,2018-05-27,168.0,400,Cal,0,0,4,30,11,12
956,2018-05-28,429.0,400,Cal,0,0,65,30,13,12
957,2018-05-29,886.0,400,Cal,0,0,174,30,12,12
958,2018-05-30,355.0,400,Cal,0,0,32,30,15,12
959,2018-05-31,783.0,400,Cal,0,0,137,30,16,12
960,2018-06-01,402.0,400,Cal,0,0,37,30,14,12
961,2018-06-02,450.0,400,Cal,0,0,70,30,13,12
962,2018-06-03,500.0,400,Cal,0,0,87,30,12,12
963,2018-06-04,295.0,400,Cal,0,0,26,30,10,12
964,2018-06-05,301.0,400,Cal,0,0,27,30,11,12
965,2018-06-06,424.0,400,Cal,0,0,60,30,10,12
966,2018-06-07,572.0,400,Cal,0,0,87,30,16,12
967,2018-06-08,479.0,400,Cal,0,0,58,30,15,12
968,2018-06-09,330.0,400,Cal,0,0,27,30,15,12
969,2018-06-10,447.0,400,Cal,0,0,61,30,16,12
970,2018-06-11,527.0,400,Cal,0,0,78,30,11,12
971,2018-06-12,528.0,400,Cal,0,0,61,30,16,12
972,2018-06-13,429.0,400,Cal,0,0,53,30,15,12
973,2018-06-14,723.0,400,Cal,0,0,113,30,14,12
974,2018-06-15,475.0,400,Cal,0,0,64,30,15,12
975,2018-06-16,477.0,400,Cal,0,0,56,30,16,12
976,2018-06-17,370.0,400,Cal,0,0,42,30,13,12
977,2018-06-18,632.0,400,Cal,0,0,105,30,15,12
978,2018-06-19,398.0,400,Cal,0,0,45,30,15,12
979,2018-06-20,508.0,400,Cal,0,0,66,30,14,12
980,2018-06-21,813.0,400,Cal,0,0,134,30,14,12
981,2018-06-22,351.0,400,Cal,0,0,31,30,11,12
982,2018-06-23,303.0,400,Cal,0,0,13,30,13,12
983,2018-06-24,389.0,400,Cal,0,0,33,30,15,12
984,2018-06-25,825.0,400,Cal,0,0,150,30,15,12
985,2018-06-26,458.0,400,Cal,0,0,63,30,7,12
986,2018-06-27,396.0,400,Cal,0,0,33,30,13,12
987,2018-06-28,498.0,400,Cal,0,0,63,30,17,12
988,2018-06-29,243.0,400,Cal,0,0,15,30,13,12
